id,name,shape/point/0/xCoord,shape/point/0/yCoord,shape/point/1/xCoord,shape/point/1/yCoord,shape/point/2/xCoord,shape/point/2/yCoord,shape/point/3/xCoord,shape/point/3/yCoord,shape/point/4/xCoord,shape/point/4/yCoord,shape/point/5/xCoord,shape/point/5/yCoord,shape/point/6/xCoord,shape/point/6/yCoord,shape/_closed,centroid/xCoord,centroid/yCoord,neighbor/0,neighbor/1,neighbor/2,neighbor/3,neighbor/4,neighbor/5,property/0/_name,property/0/_type,property/0/__text,property/1/_name,property/1/_type,property/1/__text,shape/point/7/xCoord,shape/point/7/yCoord,neighbor/6,shape/point/8/xCoord,shape/point/8/yCoord,neighbor/7,shape/point/9/xCoord,shape/point/9/yCoord,neighbor/8
263,Holiday Inn Express London Chingford,-0.04130881,51.608883,-0.029043732,51.60072,-0.011081041,51.60716,-0.007443851,51.616543,-0.028732065,51.632652,-0.04130881,51.608883,,,true,-0.021071585,51.613453,173,206,285,322,325,,N points,numeric,41.0,Colour,string,93;196;255,,,,,,,,,
264,Swanley,0.17122434,51.371235,0.1722667,51.404182,0.19087295,51.401802,0.18676531,51.379246,0.17122434,51.371235,,,,,true,0.1805394,51.39429,446,460,470,524,,,N points,numeric,19.0,Colour,string,148;255;56,,,,,,,,,
265,Radlett,-0.3514921,51.7193,-0.35172334,51.69943,-0.34523827,51.685177,-0.30765948,51.664776,-0.30666947,51.66516,-0.29722103,51.682144,-0.30326548,51.72573,true,-0.3215096,51.686874,284,312,502,519,561,586,N points,numeric,21.0,Colour,string,27;0;235,-0.3514921,51.7193,660,,,,,,
266,Crayford,0.17114034,51.46348,0.18332191,51.460636,0.18435536,51.440456,0.16307695,51.44204,0.16212417,51.457104,0.17114034,51.46348,,,true,0.17550923,51.45081,346,368,433,472,496,,N points,numeric,29.0,Colour,string,110;255;86,,,,,,,,,
267,Welling,0.103751935,51.472816,0.12228201,51.48335,0.12896793,51.482464,0.13509808,51.4695,0.11267412,51.454525,0.103751935,51.472816,,,true,0.119755805,51.46984,232,253,270,288,291,,N points,numeric,59.0,Colour,string,128;255;122,,,,,,,,,
268,Queens Park,-0.19303824,51.535122,-0.19590908,51.531044,-0.21180281,51.53239,-0.21819028,51.54567,-0.20995569,51.55888,-0.19486798,51.55869,-0.19303824,51.535122,true,-0.20230712,51.544384,86,154,260,422,573,580,N points,numeric,95.0,Colour,string,189;152;255,,,,,,,,,
269,Victoria Retail Park,-0.36632138,51.551968,-0.39086115,51.54925,-0.3790152,51.574482,-0.37244228,51.575134,-0.36632138,51.551968,,,,,true,-0.37685302,51.559578,145,233,357,359,,,N points,numeric,30.0,Colour,string,192;61;255,,,,,,,,,
270,Abbey Wood Railway Station,0.12228201,51.48335,0.10947465,51.50333,0.11362655,51.514645,0.13790019,51.4947,0.12896793,51.482464,0.12228201,51.48335,,,true,0.12336342,51.49705,232,253,267,444,501,,N points,numeric,52.0,Colour,string,121;255;148,,,,,,,,,
271,Sidcup,0.0882622,51.42571,0.08799779,51.415977,0.095716275,51.409145,0.11565076,51.414185,0.11422044,51.44455,0.11192711,51.446682,0.10433903,51.444534,true,0.10470449,51.428505,255,288,291,371,390,584,N points,numeric,68.0,Colour,string,171;255;113,0.0882622,51.42571,585,,,,,,
272,Gidea Park,0.19651432,51.56032,0.1940014,51.566578,0.20236179,51.586815,0.22228889,51.57351,0.20286484,51.5585,0.19651432,51.56032,,,true,0.20700254,51.57202,141,167,228,230,429,,N points,numeric,51.0,Colour,string,48;255;176,,,,,,,,,
273,Waltham Cross,-0.018053984,51.72282,-0.015421135,51.691315,-0.030318588,51.67036,-0.046207655,51.680477,-0.054511223,51.719048,-0.018053984,51.72282,,,true,-0.03438093,51.68301,252,277,471,491,664,,N points,numeric,40.0,Colour,string,16;140;255,,,,,,,,,
274,High Barnet,-0.22430898,51.624554,-0.2033075,51.625324,-0.20194487,51.62652,-0.20442387,51.66233,-0.22535568,51.659203,-0.23207664,51.634327,-0.22430898,51.624554,true,-0.21410656,51.64669,331,370,383,523,535,591,N points,numeric,30.0,Colour,string,48;54;255,,,,,,,,,
275,Tooting,-0.1595901,51.450737,-0.16992132,51.435814,-0.1632448,51.41797,-0.14380766,51.42399,-0.14034817,51.432312,-0.14852577,51.448532,-0.15958664,51.45074,true,-0.15688986,51.433636,146,175,186,194,208,376,N points,numeric,106.0,Colour,string,255;178;169,-0.1595901,51.450737,574,,,,,,
276,Byfleet,-0.4897336,51.326202,-0.46360713,51.328156,-0.4630438,51.342823,-0.47810292,51.352627,-0.48926026,51.336212,-0.4897336,51.326202,,,true,-0.474384,51.340363,89,138,293,397,493,,N points,numeric,28.0,Colour,string,221;0;54,,,,,,,,,
277,Turkey Street Railway Station,-0.048814844,51.656292,-0.029974345,51.665787,-0.030318588,51.67036,-0.046207655,51.680477,-0.055781446,51.6654,-0.051980626,51.657562,-0.048814844,51.656292,true,-0.043495603,51.66869,189,229,273,337,471,491,N points,numeric,38.0,Colour,string,33;145;255,,,,,,,,,
278,Chadwell Heath,0.1323731,51.55738,0.15347642,51.567547,0.1470792,51.59184,0.14244467,51.5972,0.119621426,51.59001,0.1282709,51.559456,0.1323731,51.55738,true,0.13518307,51.572994,183,241,243,303,435,497,N points,numeric,73.0,Colour,string,81;255;211,,,,,,,,,
279,New Southgate,-0.12335939,51.60053,-0.13458088,51.60654,-0.13286182,51.618874,-0.11962581,51.6261,-0.11599814,51.62656,-0.11371843,51.625782,-0.10802955,51.613907,true,-0.12262475,51.612587,142,215,321,339,340,367,N points,numeric,45.0,Colour,string,98;139;255,-0.12335939,51.60053,468,,,,,,
280,Worcester Park,-0.24060018,51.390575,-0.2568852,51.37834,-0.23891762,51.357677,-0.23019303,51.355232,-0.23075448,51.389107,-0.23090406,51.38926,-0.24060018,51.390575,true,-0.23933117,51.37326,296,316,332,341,356,439,N points,numeric,42.0,Colour,string,255;98;85,,,,,,,,,
281,Highgate,-0.13791418,51.558117,-0.13619092,51.560238,-0.13950932,51.581455,-0.14719959,51.586468,-0.16504908,51.580402,-0.16514403,51.58025,-0.16059145,51.566452,true,-0.14766501,51.570736,112,118,142,153,160,310,N points,numeric,98.0,Colour,string,142;150;255,-0.15021758,51.55806,571,-0.13791418,51.558117,583,,,
282,Watford,-0.38607824,51.663933,-0.3870666,51.663967,-0.39395452,51.660866,-0.40187457,51.646004,-0.39964253,51.6379,-0.38008514,51.639538,-0.38607824,51.663933,true,-0.39152962,51.65133,133,203,214,377,379,395,N points,numeric,46.0,Colour,string,80;0;245,,,,,,,,,
283,Wennington,0.2331492,51.475018,0.22182609,51.4745,0.20771961,51.49705,0.22753024,51.515537,0.23196952,51.513866,0.24061821,51.494583,0.2331492,51.475018,true,0.22908741,51.4922,244,245,382,419,515,597,N points,numeric,34.0,Colour,string,62;255;90,,,,,,,,,
284,Garston,-0.36716405,51.730614,-0.38631997,51.724926,-0.38919488,51.68443,-0.3759305,51.674046,-0.35172334,51.69943,-0.3514921,51.7193,-0.36716405,51.730614,true,-0.38222107,51.687584,214,265,286,586,659,660,N points,numeric,24.0,Colour,string,47;0;216,,,,,,,,,
285,Pole Hill Obelisk,-0.013679589,51.650352,-0.015186848,51.65002,-0.028782468,51.63354,-0.028732065,51.632652,-0.007443851,51.616543,-0.0022653544,51.618317,0.001877962,51.637638,true,-0.008174232,51.630497,173,263,325,337,409,471,N points,numeric,35.0,Colour,string,72;190;255,-0.0076919636,51.649124,498,-0.013679589,51.650352,603,,,
286,Stadium:Woodside Athletics Track,-0.38631997,51.724926,-0.38919488,51.68443,-0.4000487,51.6797,-0.40534797,51.700817,-0.40270028,51.72314,-0.38631997,51.724926,,,true,-0.39565328,51.688534,58,214,284,447,659,,N points,numeric,22.0,Colour,string,49;0;211,,,,,,,,,
287,Morden,-0.1991246,51.400394,-0.2150685,51.38447,-0.2069145,51.370525,-0.1883512,51.38042,-0.18675113,51.387913,-0.1991246,51.400394,,,true,-0.20232053,51.384857,197,256,296,332,349,,N points,numeric,59.0,Colour,string,255;130;107,,,,,,,,,
288,Bexleyheath,0.13509808,51.4695,0.11267412,51.454525,0.11192711,51.446682,0.11422044,51.44455,0.13618815,51.44085,0.14336556,51.46479,0.13509808,51.4695,true,0.12953445,51.4552,253,267,271,291,368,584,N points,numeric,62.0,Colour,string,135;255;113,,,,,,,,,
289,Hounslow,-0.35920483,51.451088,-0.34762177,51.46722,-0.3662875,51.485607,-0.37728727,51.480553,-0.38243017,51.466667,-0.35920483,51.451088,,,true,-0.36314425,51.468613,116,250,342,413,414,,N points,numeric,50.0,Colour,string,255;86;211,,,,,,,,,
290,Croydon Court Hotel,-0.13261874,51.4054,-0.10983321,51.413334,-0.10809518,51.411896,-0.10254356,51.39119,-0.12897758,51.37727,-0.13715349,51.382305,-0.13930927,51.389584,true,-0.11878568,51.395798,168,184,208,261,358,376,N points,numeric,87.0,Colour,string,255;192;135,-0.13261874,51.4054,579,,,,,,
291,Welling west,0.103751935,51.472816,0.11267412,51.454525,0.11192711,51.446682,0.10433903,51.444534,0.07437694,51.459137,0.075681224,51.464443,0.102208234,51.4735,true,0.09624486,51.45837,232,255,267,271,288,347,N points,numeric,87.0,Colour,string,153;255;132,0.103751935,51.472816,464,,,,,,
292,Chafford Hundred,0.29327792,51.494995,0.29498607,51.47031,0.3005173,51.46758,0.31647462,51.47077,0.3144453,51.503918,0.3006943,51.50262,0.29327792,51.494995,true,0.3043631,51.486412,191,196,298,404,408,423,N points,numeric,62.0,Colour,string,19;255;46,,,,,,,,,
293,Byfleet And New Haw Railway Station,-0.50284815,51.353916,-0.48923036,51.365257,-0.4793623,51.364902,-0.47810292,51.352627,-0.48926026,51.336212,-0.50284815,51.353916,,,true,-0.49087748,51.35157,89,276,313,397,442,,N points,numeric,25.0,Colour,string,221;0;66,,,,,,,,,
294,Bromley Common,0.017781401,51.391037,0.026977748,51.379475,0.043415576,51.38231,0.044310335,51.411465,0.035889007,51.415398,0.017781401,51.391037,,,true,0.0318155,51.395,155,257,448,452,504,,N points,numeric,61.0,Colour,string,232;255;115,,,,,,,,,
295,Upton Park,0.036350463,51.52104,0.05407005,51.526943,0.054442294,51.531013,0.033028852,51.556545,0.032133434,51.556477,0.026383165,51.549046,0.030472733,51.52335,true,0.037983455,51.53595,87,159,211,218,225,445,N points,numeric,92.0,Colour,string,151;255;228,0.036350463,51.52104,581,,,,,,
296,South Merton Railway Station,-0.1991246,51.400394,-0.2150685,51.38447,-0.23075448,51.389107,-0.23090406,51.38926,-0.21930386,51.413284,-0.19986442,51.404087,-0.1991246,51.400394,true,-0.21466543,51.39722,188,280,287,332,341,349,N points,numeric,43.0,Colour,string,255;123;116,,,,,,,,,
297,Hillingdon,-0.46098456,51.527084,-0.44823167,51.520584,-0.43762863,51.5397,-0.45683193,51.54597,-0.46030802,51.544056,-0.461413,51.52761,-0.46098456,51.527084,true,-0.45130417,51.53249,80,213,307,394,431,456,N points,numeric,41.0,Colour,string,231;32;255,,,,,,,,,
298,Stifford,0.3144453,51.503918,0.3252361,51.512604,0.35851988,51.512608,0.35914928,51.46642,0.32363552,51.467743,0.31647462,51.47077,0.3144453,51.503918,true,0.32658786,51.487774,292,404,423,500,562,639,N points,numeric,83.0,Colour,string,7;255;37,,,,,,,,,
299,Greenford,-0.35412577,51.551453,-0.34380555,51.538128,-0.354739,51.521534,-0.36817116,51.53414,-0.36401007,51.550465,-0.35412577,51.551453,,,true,-0.35835782,51.538013,233,306,320,359,407,,N points,numeric,39.0,Colour,string,216;81;255,,,,,,,,,
300,Mortlake Railway Station,-0.28238082,51.46111,-0.26197463,51.45085,-0.25937375,51.451473,-0.24767806,51.469414,-0.2501273,51.477913,-0.2717264,51.485317,-0.27307287,51.48481,true,-0.26341233,51.469067,56,120,181,193,200,210,N points,numeric,76.0,Colour,string,255;142;217,-0.2811193,51.46883,239,-0.28266338,51.461533,575,-0.28238082,51.46111,576
301,Harrow on the Hill,-0.3291385,51.564888,-0.33860853,51.585262,-0.36000878,51.585293,-0.36063144,51.583805,-0.34811568,51.56226,-0.3291385,51.564888,,,true,-0.3430988,51.574146,170,357,359,407,482,,N points,numeric,36.0,Colour,string,170;69;255,,,,,,,,,
302,Chigwell,0.08115397,51.62386,0.101468325,51.626385,0.10734364,51.632668,0.103731185,51.656326,0.09279956,51.664536,0.088611096,51.662735,0.0716983,51.634274,true,0.08657559,51.64659,224,317,416,418,428,435,N points,numeric,27.0,Colour,string,34;224;255,0.071695395,51.629997,487,0.08115397,51.62386,590,,,
303,Mawneys,0.15347642,51.567547,0.1470792,51.59184,0.17845972,51.590668,0.1782947,51.588524,0.16967313,51.56847,0.16129181,51.562485,0.15347642,51.567547,true,0.16671443,51.5813,141,167,183,259,278,497,N points,numeric,54.0,Colour,string,61;255;202,,,,,,,,,
304,Lee Railway Station,0.03536369,51.46357,0.036972247,51.44405,0.032950483,51.43848,0.008670033,51.441372,0.0034209725,51.45113,0.023114502,51.467323,0.03536369,51.46357,true,0.021413866,51.45147,148,257,305,309,338,582,N points,numeric,62.0,Colour,string,206;255;167,,,,,,,,,
305,Kidbrooke,0.018812858,51.47524,0.023114502,51.467323,0.03536369,51.46357,0.037297737,51.465015,0.044964638,51.479416,0.032260854,51.495586,0.02446282,51.494686,true,0.03058424,51.481407,87,148,182,202,304,309,N points,numeric,88.0,Colour,string,174;255;175,0.018812858,51.47524,464,,,,,,
306,Hanwell,-0.33430338,51.53878,-0.31999812,51.524307,-0.32025534,51.523518,-0.3361686,51.51224,-0.35471618,51.52029,-0.354739,51.521534,-0.34380555,51.538128,true,-0.33816916,51.52471,152,209,299,320,389,407,N points,numeric,44.0,Colour,string,231;96;255,-0.33430338,51.53878,589,,,,,,
307,Stockley Park,-0.4437891,51.50804,-0.44823167,51.520584,-0.43762863,51.5397,-0.42515957,51.543064,-0.41722888,51.53764,-0.43243328,51.50794,-0.4437891,51.50804,true,-0.43650615,51.52428,213,297,308,330,374,456,N points,numeric,48.0,Colour,string,239;43;255,,,,,,,,,
308,Ruislip Gardens Und.St.,-0.41722888,51.53764,-0.42515957,51.543064,-0.42925406,51.56255,-0.41111585,51.57722,-0.40579724,51.576366,-0.396311,51.545795,-0.41530812,51.53743,true,-0.41177136,51.560448,145,307,330,333,378,456,N points,numeric,51.0,Colour,string,194;43;255,-0.41722888,51.53764,462,,,,,,
309,Eltham,0.06999525,51.44885,0.07237488,51.45656,0.037297737,51.465015,0.03536369,51.46357,0.036972247,51.44405,0.061522286,51.44163,0.06999525,51.44885,true,0.05110635,51.453915,255,257,304,305,371,464,N points,numeric,63.0,Colour,string,185;255;153,,,,,,,,,
310,East Finchley,-0.14374654,51.60186,-0.14719959,51.586468,-0.16504908,51.580402,-0.17150979,51.602905,-0.16645062,51.613094,-0.16118231,51.614937,-0.14374654,51.60186,true,-0.15715095,51.59866,142,281,321,324,331,583,N points,numeric,65.0,Colour,string,110;126;255,,,,,,,,,
311,Oaks Golf,-0.14919685,51.33752,-0.17007376,51.310284,-0.19339758,51.32991,-0.19400425,51.333607,-0.18603593,51.346676,-0.18031785,51.349987,-0.15533806,51.344246,true,-0.1721665,51.331318,197,237,358,381,400,410,N points,numeric,27.0,Colour,string,255;131;56,-0.14919685,51.33752,530,,,,,,
312,Elstree and Borehamwood,-0.30666947,51.66516,-0.29722103,51.682144,-0.26446363,51.676266,-0.27987212,51.640846,-0.30666947,51.66516,,,,,true,-0.2803944,51.663998,265,405,519,561,,,N points,numeric,65.0,Colour,string,35;14;255,,,,,,,,,
313,Rowhill,-0.54265434,51.35504,-0.54391325,51.363277,-0.50136024,51.377563,-0.48923036,51.365257,-0.50284815,51.353916,-0.54265434,51.35504,,,true,-0.5029883,51.36611,199,293,397,442,630,,N points,numeric,23.0,Colour,string,224;0;81,,,,,,,,,
314,Cowley Lake,-0.47308317,51.52563,-0.47493508,51.52654,-0.49249187,51.52416,-0.47583583,51.504795,-0.47333777,51.506985,-0.47308317,51.52563,,,true,-0.47814116,51.518814,80,128,212,394,520,,N points,numeric,14.0,Colour,string,249;21;255,,,,,,,,,
315,Harold Hill,0.20186406,51.595425,0.22575906,51.597355,0.23203336,51.60989,0.21100564,51.626926,0.20849122,51.626984,0.20186406,51.595425,,,true,0.21644104,51.605114,429,476,506,538,602,,N points,numeric,40.0,Colour,string,22;255;197,,,,,,,,,
316,Stoneleigh,-0.2658236,51.377705,-0.26867017,51.352848,-0.2614362,51.34773,-0.23891762,51.357677,-0.2568852,51.37834,-0.2658236,51.377705,,,true,-0.25429204,51.360252,254,280,356,436,439,,N points,numeric,45.0,Colour,string,255;83;68,,,,,,,,,
317,Grange Hill,0.08115397,51.62386,0.101468325,51.626385,0.112660535,51.591133,0.10708,51.587498,0.09467783,51.58575,0.08242415,51.589867,0.076688915,51.603672,true,0.09198207,51.603146,240,241,302,328,351,416,N points,numeric,52.0,Colour,string,74;255;253,0.08115397,51.62386,435,,,,,,
318,Sydenham,-0.058461502,51.41151,-0.046357974,51.408207,-0.042455073,51.410038,-0.034617256,51.42984,-0.0639369,51.435925,-0.058461502,51.41151,,,true,-0.05149476,51.422447,187,205,221,234,577,,N points,numeric,68.0,Colour,string,255;245;164,,,,,,,,,
319,Gants Hill Und.St.,0.07257051,51.565414,0.06342127,51.55808,0.04690826,51.564846,0.050404545,51.5853,0.07207139,51.58126,0.07257051,51.565414,,,true,0.062621064,51.5729,218,328,351,384,445,,N points,numeric,45.0,Colour,string,112;255;244,,,,,,,,,
320,King George's field,-0.354739,51.521534,-0.35471618,51.52029,-0.3632815,51.50907,-0.38384768,51.513767,-0.3835678,51.531155,-0.36817116,51.53414,-0.354739,51.521534,true,-0.3714141,51.5241,233,299,306,333,414,589,N points,numeric,43.0,Colour,string,234;78;255,,,,,,,,,
321,Friern Barnet,-0.13458088,51.60654,-0.14374654,51.60186,-0.16118231,51.614937,-0.15457898,51.6257,-0.14484423,51.628155,-0.13286182,51.618874,-0.13458088,51.60654,true,-0.14442821,51.615627,142,215,279,310,324,451,N points,numeric,40.0,Colour,string,93;123;255,,,,,,,,,
322,Walthamstow,-0.050298244,51.60635,-0.04130881,51.608883,-0.029043732,51.60072,-0.024794914,51.587734,-0.033646956,51.570103,-0.050377842,51.572453,-0.054529194,51.577877,true,-0.037713997,51.58845,166,173,174,206,223,242,N points,numeric,58.0,Colour,string,123;205;255,-0.056619737,51.590736,263,-0.051583003,51.605183,343,-0.050298244,51.60635,372
323,Enfield,-0.12152704,51.65593,-0.12191755,51.656883,-0.120696545,51.6623,-0.11211468,51.672894,-0.094770856,51.669205,-0.09537802,51.642857,-0.12152704,51.65593,true,-0.104833394,51.657436,204,246,339,512,548,550,N points,numeric,24.0,Colour,string,48;119;255,,,,,,,,,
324,Whetstone,-0.17983067,51.63998,-0.1622176,51.640438,-0.15457898,51.6257,-0.16118231,51.614937,-0.16645062,51.613094,-0.1869606,51.63027,-0.17983067,51.63998,true,-0.16816178,51.63018,222,310,321,331,370,451,N points,numeric,44.0,Colour,string,74;97;255,,,,,,,,,
325,Highams Park Railway Station,-0.0022653544,51.618317,-0.007443851,51.616543,-0.011081041,51.60716,-3.9104946E-4,51.589188,0.016537536,51.596066,0.016560027,51.611813,-0.0022653544,51.618317,true,5.4222526E-4,51.605076,206,263,285,336,373,409,N points,numeric,38.0,Colour,string,98;213;255,,,,,,,,,
326,Rickmansworth,-0.47644484,51.65579,-0.45526564,51.664516,-0.44541737,51.628963,-0.4553949,51.616577,-0.47485203,51.624714,-0.47644484,51.65579,,,true,-0.46334633,51.64199,434,459,465,518,542,,N points,numeric,37.0,Colour,string,102;0;223,,,,,,,,,
327,Lewisham,-0.006645107,51.46743,9.4581774E-4,51.452198,-0.026972273,51.439796,-0.0344104,51.45659,-0.027394079,51.46631,-0.006764891,51.467487,-0.006645107,51.46743,true,-0.016027829,51.457123,121,148,176,221,235,582,N points,numeric,90.0,Colour,string,225;255;187,,,,,,,,,
328,Redbridge,0.07207139,51.58126,0.07257051,51.565414,0.08645022,51.562336,0.09467783,51.58575,0.08242415,51.589867,0.07207139,51.58126,,,true,0.08202925,51.57351,240,317,319,351,384,,N points,numeric,45.0,Colour,string,104;255;236,,,,,,,,,
329,West Wickham,-0.030804677,51.356373,-0.039585516,51.362385,-0.03890147,51.380127,-0.02121139,51.388737,-0.016378043,51.385265,-0.015712023,51.36304,-0.030804677,51.356373,true,-0.02694751,51.37102,185,234,354,361,457,595,N points,numeric,39.0,Colour,string,255;235;103,,,,,,,,,
330,Hayes,-0.4146972,51.49218,-0.39862853,51.50226,-0.39832193,51.50306,-0.41530812,51.53743,-0.41722888,51.53764,-0.43243328,51.50794,-0.4146972,51.49218,true,-0.4167948,51.51419,250,307,308,333,374,414,N points,numeric,60.0,Colour,string,249;56;255,,,,,,,,,
331,Finchley,-0.20194487,51.62652,-0.2033075,51.625324,-0.19591522,51.6003,-0.17150979,51.602905,-0.16645062,51.613094,-0.1869606,51.63027,-0.20194487,51.62652,true,-0.18357225,51.611774,274,310,324,370,583,591,N points,numeric,59.0,Colour,string,91;98;255,,,,,,,,,
332,Cardiolegist-Joseph Simon P,-0.2069145,51.370525,-0.2150685,51.38447,-0.23075448,51.389107,-0.23019303,51.355232,-0.22752608,51.352867,-0.2077394,51.367184,-0.2069145,51.370525,true,-0.22165734,51.373554,197,280,287,296,410,439,N points,numeric,59.0,Colour,string,255;112;91,,,,,,,,,
333,Yeading,-0.39832193,51.50306,-0.41530812,51.53743,-0.396311,51.545795,-0.3958997,51.545753,-0.3835678,51.531155,-0.38384768,51.513767,-0.39832193,51.50306,true,-0.3959422,51.524494,145,233,308,320,330,414,N points,numeric,62.0,Colour,string,236;65;255,,,,,,,,,
334,Kingsbury,-0.2961068,51.594715,-0.2914078,51.621403,-0.28906628,51.622578,-0.2687652,51.601982,-0.27062312,51.5883,-0.28166905,51.581867,-0.2961068,51.594715,true,-0.2841213,51.601543,262,352,366,391,519,592,N points,numeric,57.0,Colour,string,125;73;255,,,,,,,,,
335,Neasden,-0.24600117,51.564884,-0.23686181,51.5462,-0.2449367,51.530296,-0.27176526,51.538277,-0.2652477,51.55524,-0.24600117,51.564884,,,true,-0.253716,51.54597,247,426,573,580,592,,N points,numeric,87.0,Colour,string,195;129;255,,,,,,,,,
336,Snaresbrook,-3.9104946E-4,51.589188,-0.0027495106,51.585663,-0.002338063,51.568073,0.022699105,51.567417,0.023482662,51.590527,0.016537536,51.596066,-3.9104946E-4,51.589188,true,0.0113573335,51.578453,206,223,225,325,373,445,N points,numeric,55.0,Colour,string,123;237;255,,,,,,,,,
337,Brimsdown Station,-0.048814844,51.656292,-0.029974345,51.665787,-0.015186848,51.65002,-0.028782468,51.63354,-0.039774362,51.639355,-0.048814844,51.656292,,,true,-0.035685897,51.653194,173,229,277,285,471,,N points,numeric,65.0,Colour,string,50;160;255,,,,,,,,,
338,Grove Park Railway Station,0.001943907,51.417904,0.03519551,51.416233,0.032950483,51.43848,0.008670033,51.441372,0.0016261986,51.418182,0.001943907,51.417904,,,true,0.01868618,51.428566,155,257,304,582,595,,N points,numeric,49.0,Colour,string,222;255;150,,,,,,,,,
339,Grange Park Railway Station,-0.11371843,51.625782,-0.11599814,51.62656,-0.1222102,51.651817,-0.12152704,51.65593,-0.09537802,51.642857,-0.09490828,51.642014,-0.11371843,51.625782,true,-0.1127137,51.64167,204,246,279,323,340,468,N points,numeric,22.0,Colour,string,66;125;255,,,,,,,,,
340,Southgate,-0.10802955,51.613907,-0.11371843,51.625782,-0.09490828,51.642014,-0.080635995,51.63649,-0.08337384,51.61466,-0.09222514,51.60534,-0.10802955,51.613907,true,-0.09785364,51.62445,204,242,279,339,367,372,N points,numeric,65.0,Colour,string,86;146;255,,,,,,,,,
341,Raynes Park,-0.21930386,51.413284,-0.22076559,51.41676,-0.23618835,51.42697,-0.25203612,51.415092,-0.24060018,51.390575,-0.23090406,51.38926,-0.21930386,51.413284,true,-0.23476768,51.40693,127,188,280,296,356,575,N points,numeric,52.0,Colour,string,255;118;127,,,,,,,,,
342,Woodlawn Estate,-0.3585818,51.44654,-0.3616014,51.438606,-0.37957385,51.434273,-0.39351705,51.44428,-0.3932686,51.460396,-0.38243017,51.466667,-0.35920483,51.451088,true,-0.37691388,51.448086,116,236,250,289,355,380,N points,numeric,51.0,Colour,string,255;74;184,-0.3585818,51.44654,392,,,,,,
343,Hackney,-0.044659268,51.540974,-0.03246256,51.542835,-0.027909376,51.547714,-0.029091094,51.56519,-0.033646956,51.570103,-0.050377842,51.572453,-0.055746425,51.559296,true,-0.042611264,51.553585,129,143,164,166,219,223,N points,numeric,86.0,Colour,string,162;228;255,-0.044659268,51.540974,322,,,,,,
344,Rockingham,-0.49670178,51.549805,-0.48951137,51.552307,-0.4804184,51.5403,-0.49373287,51.526604,-0.49670178,51.549805,,,,,true,-0.48759288,51.540432,128,157,495,516,,,N points,numeric,16.0,Colour,string,224;10;255,,,,,,,,,
345,Hounslow and Spelthorne Community and Mental Health NHS Trust,-0.3111675,51.47225,-0.32019284,51.458374,-0.32535952,51.457657,-0.34074202,51.46905,-0.3331833,51.49038,-0.3284501,51.490314,-0.31134388,51.47488,true,-0.3255241,51.47431,56,116,162,172,209,238,N points,numeric,55.0,Colour,string,255;108;220,-0.3111675,51.47225,413,,,,,,
346,Erith Hospital,0.16212417,51.457104,0.17114034,51.46348,0.16980858,51.48798,0.16178258,51.491814,0.14558417,51.465134,0.16212417,51.457104,,,true,0.16063829,51.47182,253,266,368,472,605,,N points,numeric,50.0,Colour,string,100;255;99,,,,,,,,,
347,Plumstead,0.102208234,51.4735,0.09629076,51.493454,0.08312557,51.496822,0.07308346,51.471043,0.075681224,51.464443,0.102208234,51.4735,,,true,0.08824077,51.48182,125,232,291,464,501,,N points,numeric,42.0,Colour,string,141;255;147,,,,,,,,,
348,Sunbury Railway Station,-0.42417204,51.436497,-0.42943606,51.434105,-0.43781582,51.412796,-0.4214788,51.401283,-0.40369937,51.41462,-0.4089158,51.43111,-0.42417204,51.436497,true,-0.420737,51.418182,158,353,355,380,492,604,N points,numeric,41.0,Colour,string,255;38;144,,,,,,,,,
349,Merton,-0.1991246,51.400394,-0.19986442,51.404087,-0.18976106,51.416622,-0.16713984,51.411274,-0.16557463,51.40088,-0.17132749,51.39402,-0.18675113,51.387913,true,-0.18356092,51.403458,184,188,256,287,296,376,N points,numeric,60.0,Colour,string,255;149;131,-0.1991246,51.400394,574,,,,,,
350,Waltham Abbey,0.060458187,51.71947,0.052997302,51.68662,0.018266508,51.666298,0.014090043,51.673004,0.020240169,51.72134,0.060458187,51.71947,,,true,0.026547331,51.683487,252,508,590,603,665,,N points,numeric,18.0,Colour,string,8;170;255,,,,,,,,,
351,Clayhall Ave,0.08242415,51.589867,0.076688915,51.603672,0.049050044,51.59777,0.047057208,51.592422,0.050404545,51.5853,0.07207139,51.58126,0.08242415,51.589867,true,0.066269636,51.592464,317,319,328,373,416,445,N points,numeric,43.0,Colour,string,93;253;255,,,,,,,,,
352,Canons Park,-0.2961068,51.594715,-0.2914078,51.621403,-0.31080925,51.62259,-0.31713414,51.59432,-0.3145497,51.5919,-0.2961068,51.594715,,,true,-0.30504027,51.605225,170,334,366,415,519,,N points,numeric,46.0,Colour,string,124;62;255,,,,,,,,,
353,Sunbury Common,-0.42943606,51.434105,-0.45372,51.445766,-0.4646241,51.420647,-0.44590595,51.410496,-0.43781582,51.412796,-0.42943606,51.434105,,,true,-0.44665077,51.42837,158,348,425,478,604,,N points,numeric,36.0,Colour,string,255;29;156,,,,,,,,,
